MATNR,MATKL,YEAR_MONTH,DEMAND,REVENUE,N_ORDERS,MONTH,QUARTER,YEAR,IS_Q4,IS_SUMMER,LAG_1,LAG_2,LAG_3,LAG_6,LAG_12,ROLL_3_MEAN,ROLL_6_MEAN,ROLL_3_STD,MATKL_ENC
MAT000017,PACK,2022-05-01,432,70224.17,5,5,2,2022,0,0,684.0,1095.0,511.0,643.0,286.0,763.3333333333334,734.3333333333334,299.97388775247305,0
MAT000017,PACK,2022-06-01,451,133643.52000000002,6,6,2,2022,0,1,432.0,684.0,1095.0,522.0,550.0,737.0,699.1666666666666,334.6625165745336,0
MAT000017,PACK,2022-07-01,434,79479.2,7,7,3,2022,0,1,451.0,432.0,684.0,951.0,428.0,522.3333333333334,687.3333333333334,140.3293744493052,0
MAT000017,PACK,2022-08-01,425,89668.58,6,8,3,2022,0,1,434.0,451.0,432.0,511.0,412.0,439.0,601.1666666666666,10.440306508909696,0
MAT000017,PACK,2022-09-01,427,144449.84,4,9,3,2022,0,0,425.0,434.0,451.0,1095.0,310.0,436.6666666666667,586.8333333333334,13.203534880224922,0
MAT000017,PACK,2022-10-01,546,82923.88,5,10,4,2022,1,0,427.0,425.0,434.0,684.0,826.0,428.6666666666667,475.5,4.725815626250983,0
MAT000017,PACK,2022-11-01,776,178266.61,9,11,4,2022,1,0,546.0,427.0,425.0,432.0,643.0,466.0,452.5,69.28924880527987,0
MAT000017,PACK,2022-12-01,1194,373080.66000000003,7,12,4,2022,1,0,776.0,546.0,427.0,451.0,522.0,583.0,509.8333333333333,177.41758650145127,0
MAT000017,PACK,2023-01-01,929,302313.95,10,1,1,2023,0,0,1194.0,776.0,546.0,434.0,951.0,838.6666666666666,633.6666666666666,328.51382517838294,0
MAT000017,PACK,2023-02-01,897,170565.41999999998,8,2,1,2023,0,0,929.0,1194.0,776.0,425.0,511.0,966.3333333333334,716.1666666666666,211.48601214579912,0
MAT000017,PACK,2023-03-01,679,155394.94,6,3,1,2023,0,0,897.0,929.0,1194.0,427.0,1095.0,1006.6666666666666,794.8333333333334,163.02249333553047,0
MAT000017,PACK,2023-04-01,1184,267728.38,13,4,2,2023,0,0,679.0,897.0,929.0,546.0,684.0,835.0,836.8333333333334,136.0441104936183,0
MAT000017,PACK,2023-05-01,1131,218103.99,15,5,2,2023,0,0,1184.0,679.0,897.0,776.0,432.0,920.0,943.1666666666666,253.28442510347887,0
MAT000017,PACK,2023-06-01,1120,320027.35000000003,12,6,2,2023,0,1,1131.0,1184.0,679.0,1194.0,451.0,998.0,1002.3333333333334,277.53017853919914,0
MAT000017,PACK,2023-07-01,453,107593.25,7,7,3,2023,0,1,1120.0,1131.0,1184.0,929.0,434.0,1145.0,990.0,34.21987726453298,0
MAT000017,PACK,2023-08-01,742,137015.3,10,8,3,2023,0,1,453.0,1120.0,1131.0,897.0,425.0,901.3333333333334,910.6666666666666,388.30700912207755,0
MAT000017,PACK,2023-09-01,554,181346.88999999998,6,9,3,2023,0,0,742.0,453.0,1120.0,679.0,427.0,771.6666666666666,884.8333333333334,334.48816620821333,0
MAT000017,PACK,2023-10-01,2102,545595.6900000001,14,10,4,2023,1,0,554.0,742.0,453.0,1184.0,546.0,583.0,864.0,146.66628787829939,0
MAT000017,PACK,2023-11-01,1903,588874.88,11,11,4,2023,1,0,2102.0,554.0,742.0,1131.0,776.0,1132.6666666666667,1017.0,844.7137582242478,0
MAT000017,PACK,2023-12-01,1834,378545.25,10,12,4,2023,1,0,1903.0,2102.0,554.0,1120.0,1194.0,1519.6666666666667,1145.6666666666667,842.1902002121211,0
MAT000017,PACK,2024-01-01,443,82288.69,8,1,1,2024,0,0,1834.0,1903.0,2102.0,453.0,929.0,1946.3333333333333,1264.6666666666667,139.15578799795696,0
MAT000017,PACK,2024-02-01,598,138002.94,7,2,1,2024,0,0,443.0,1834.0,1903.0,742.0,897.0,1393.3333333333333,1263.0,823.7355967380146,0
MAT000017,PACK,2024-03-01,959,235663.42,12,3,1,2024,0,0,598.0,443.0,1834.0,554.0,679.0,958.3333333333334,1239.0,762.2993725127506,0
MAT000017,PACK,2024-04-01,334,109907.82999999999,4,4,2,2024,0,0,959.0,598.0,443.0,2102.0,1184.0,666.6666666666666,1306.5,264.76467538803877,0
MAT000017,PACK,2024-05-01,435,143799.36000000002,3,5,2,2024,0,0,334.0,959.0,598.0,1903.0,1131.0,630.3333333333334,1011.8333333333334,313.7520252258678,0
MAT000017,PACK,2024-06-01,192,47825.21,2,6,2,2024,0,1,435.0,334.0,959.0,1834.0,1120.0,576.0,767.1666666666666,335.51005946171017,0
MAT000017,PACK,2024-07-01,374,113991.8,6,7,3,2024,0,1,192.0,435.0,334.0,443.0,453.0,320.3333333333333,493.5,122.0751134889249,0
MAT000017,PACK,2024-08-01,11,169.95,1,8,3,2024,0,1,374.0,192.0,435.0,598.0,742.0,333.6666666666667,482.0,126.42125348743336,0
MAT000017,PACK,2024-09-01,44,5460.4,1,9,3,2024,0,0,11.0,374.0,192.0,959.0,554.0,192.33333333333334,384.1666666666667,181.50022956826808,0
MAT000017,PACK,2024-10-01,388,63669.71000000001,3,10,4,2024,1,0,44.0,11.0,374.0,334.0,2102.0,143.0,231.66666666666666,200.73116349984306,0
MAT000017,PACK,2024-12-01,263,28269.87,1,12,4,2024,1,0,388.0,44.0,11.0,435.0,1903.0,147.66666666666666,240.66666666666666,208.78777103397138,0
MAT000018,CHEM,2022-03-01,169,27548.69,1,3,1,2022,0,0,228.0,1243.0,469.0,892.0,202.0,646.6666666666666,703.3333333333334,530.3115436546082,4
MAT000018,CHEM,2022-04-01,887,181001.40999999997,10,4,2,2022,0,0,169.0,228.0,1243.0,304.0,264.0,546.6666666666666,582.8333333333334,603.7634746598484,4
MAT000018,CHEM,2022-05-01,515,116319.43000000001,7,5,2,2022,0,0,887.0,169.0,228.0,1084.0,190.0,428.0,680.0,398.59879578342935,4
MAT000018,CHEM,2022-06-01,575,109235.54000000001,7,6,2,2022,0,1,515.0,887.0,169.0,469.0,76.0,523.6666666666666,585.1666666666666,359.0784501099076,4
MAT000018,CHEM,2022-07-01,290,14975.25,4,7,3,2022,0,1,575.0,515.0,887.0,1243.0,96.0,659.0,602.8333333333334,199.71980372511896,4
MAT000018,CHEM,2022-08-01,102,44562.62,2,8,3,2022,0,1,290.0,575.0,515.0,228.0,33.0,460.0,444.0,150.24979201316734,4
MAT000018,CHEM,2022-09-01,1303,364898.97000000003,10,9,3,2022,0,0,102.0,290.0,575.0,169.0,892.0,322.3333333333333,423.0,238.151912302491,4
MAT000018,CHEM,2022-10-01,947,291437.38,6,10,4,2022,1,0,1303.0,102.0,290.0,887.0,304.0,565.0,612.0,646.0023219772512,4
MAT000018,CHEM,2022-11-01,1588,274415.39,10,11,4,2022,1,0,947.0,1303.0,102.0,515.0,1084.0,784.0,622.0,616.8687056416463,4
MAT000018,CHEM,2022-12-01,390,126182.23000000001,4,12,4,2022,1,0,1588.0,947.0,1303.0,575.0,469.0,1279.3333333333333,800.8333333333334,321.1546875468789,4
MAT000018,CHEM,2023-01-01,1516,514759.56,13,1,1,2023,0,0,390.0,1588.0,947.0,290.0,1243.0,975.0,770.0,599.4906171075575,4
MAT000018,CHEM,2023-02-01,569,197866.57,8,2,1,2023,0,0,1516.0,390.0,1588.0,102.0,228.0,1164.6666666666667,974.3333333333334,671.8462125615753,4
MAT000018,CHEM,2023-03-01,949,174447.64,8,3,1,2023,0,0,569.0,1516.0,390.0,1303.0,169.0,825.0,1052.1666666666667,605.0793336414657,4
MAT000018,CHEM,2023-04-01,1340,271648.12,14,4,2,2023,0,0,949.0,569.0,1516.0,947.0,887.0,1011.3333333333334,993.1666666666666,476.56723904747525,4
MAT000018,CHEM,2023-05-01,828,194554.19999999998,10,5,2,2023,0,0,1340.0,949.0,569.0,1588.0,515.0,952.6666666666666,1058.6666666666667,385.5130780315156,4
MAT000018,CHEM,2023-06-01,353,83405.43,7,6,2,2023,0,1,828.0,1340.0,949.0,390.0,575.0,1039.0,932.0,267.60231688085224,4
MAT000018,CHEM,2023-07-01,631,219362.14,10,7,3,2023,0,1,353.0,828.0,1340.0,1516.0,290.0,840.3333333333334,925.8333333333334,493.615572417781,4
MAT000018,CHEM,2023-08-01,1270,316705.73,10,8,3,2023,0,1,631.0,353.0,828.0,569.0,102.0,604.0,778.3333333333334,238.6482767589166,4
MAT000018,CHEM,2023-09-01,562,146566.39,5,9,3,2023,0,0,1270.0,631.0,353.0,949.0,1303.0,751.3333333333334,895.1666666666666,470.19393162112766,4
MAT000018,CHEM,2023-10-01,1175,289754.7,8,10,4,2023,1,0,562.0,1270.0,631.0,1340.0,947.0,821.0,830.6666666666666,390.3728986494839,4
MAT000018,CHEM,2023-11-01,977,258803.32,7,11,4,2023,1,0,1175.0,562.0,1270.0,828.0,1588.0,1002.3333333333334,803.1666666666666,384.2867852702372,4
MAT000018,CHEM,2023-12-01,594,160172.53,5,12,4,2023,1,0,977.0,1175.0,562.0,353.0,390.0,904.6666666666666,828.0,312.8359527505326,4
MAT000018,CHEM,2024-01-01,355,30296.73,4,1,1,2024,0,0,594.0,977.0,1175.0,631.0,1516.0,915.3333333333334,868.1666666666666,295.3681318851671,4
MAT000018,CHEM,2024-02-01,179,57125.579999999994,3,2,1,2024,0,0,355.0,594.0,977.0,1270.0,569.0,642.0,822.1666666666666,313.7658362537266,4
MAT000018,CHEM,2024-03-01,708,187021.93,6,3,1,2024,0,0,179.0,355.0,594.0,562.0,949.0,376.0,640.3333333333334,208.29546322471992,4
MAT000018,CHEM,2024-04-01,631,208233.76,5,4,2,2024,0,0,708.0,179.0,355.0,1175.0,1340.0,414.0,664.6666666666666,269.3900517836555,4
MAT000018,CHEM,2024-05-01,398,70445.45,4,5,2,2024,0,0,631.0,708.0,179.0,977.0,828.0,506.0,574.0,285.79538134826555,4
MAT000018,CHEM,2024-06-01,158,36868.0,4,6,2,2024,0,1,398.0,631.0,708.0,594.0,353.0,579.0,477.5,161.4094173212965,4
MAT000018,CHEM,2024-07-01,255,77247.73999999999,5,7,3,2024,0,1,158.0,398.0,631.0,355.0,631.0,395.6666666666667,404.8333333333333,236.50863268247517,4
MAT000018,CHEM,2024-08-01,24,9585.42,2,8,3,2024,0,1,255.0,158.0,398.0,179.0,1270.0,270.3333333333333,388.1666666666667,120.73248665265729,4
MAT000018,CHEM,2024-11-01,143,2882.88,1,11,4,2024,1,0,24.0,255.0,158.0,708.0,562.0,145.66666666666666,362.3333333333333,115.99281586949336,4
MAT000019,CHEM,2022-03-01,378,45732.81,3,3,1,2022,0,0,574.0,719.0,185.0,103.0,101.0,492.6666666666667,528.3333333333334,276.1346290006622,4
MAT000019,CHEM,2022-04-01,1203,268180.98,10,4,2,2022,0,0,378.0,574.0,719.0,464.0,31.0,557.0,574.1666666666666,171.1344500677757,4
MAT000019,CHEM,2022-05-01,687,127045.36,6,5,2,2022,0,0,1203.0,378.0,574.0,1125.0,608.0,718.3333333333334,697.3333333333334,431.0224278774056,4
MAT000019,CHEM,2022-06-01,536,168090.12,7,6,2,2022,0,1,687.0,1203.0,378.0,185.0,112.0,756.0,624.3333333333334,416.80571013363044,4
MAT000019,CHEM,2022-07-01,790,227580.06,9,7,3,2022,0,1,536.0,687.0,1203.0,719.0,42.0,808.6666666666666,682.8333333333334,349.7489575872004,4
MAT000019,CHEM,2022-08-01,622,116917.72,6,8,3,2022,0,1,790.0,536.0,687.0,574.0,387.0,671.0,694.6666666666666,127.75366922323585,4
MAT000019,CHEM,2022-09-01,887,242717.51,10,9,3,2022,0,0,622.0,790.0,536.0,378.0,103.0,649.3333333333334,702.6666666666666,129.18720266858205,4
MAT000019,CHEM,2022-10-01,1128,257190.34,6,10,4,2022,1,0,887.0,622.0,790.0,1203.0,464.0,766.3333333333334,787.5,134.07584917998201,4
MAT000019,CHEM,2022-11-01,1832,536275.89,13,11,4,2022,1,0,1128.0,887.0,622.0,687.0,1125.0,879.0,775.0,253.09484388268353,4
MAT000019,CHEM,2022-12-01,2322,739442.15,13,12,4,2022,1,0,1832.0,1128.0,887.0,536.0,185.0,1282.3333333333333,965.8333333333334,491.04005267730787,4
MAT000019,CHEM,2023-01-01,466,67464.84,5,1,1,2023,0,0,2322.0,1832.0,1128.0,790.0,719.0,1760.6666666666667,1263.5,600.1877484032253,4
MAT000019,CHEM,2023-02-01,615,134394.21,6,2,1,2023,0,0,466.0,2322.0,1832.0,622.0,574.0,1540.0,1209.5,961.8378241678791,4
MAT000019,CHEM,2023-03-01,697,187229.8,8,3,1,2023,0,0,615.0,466.0,2322.0,887.0,378.0,1134.3333333333333,1208.3333333333333,1031.244070690025,4
MAT000019,CHEM,2023-04-01,853,167071.37,7,4,2,2023,0,0,697.0,615.0,466.0,1128.0,1203.0,592.6666666666666,1176.6666666666667,117.10821206616174,4
MAT000019,CHEM,2023-05-01,1670,349390.08999999997,13,5,2,2023,0,0,853.0,697.0,615.0,1832.0,687.0,721.6666666666666,1130.8333333333333,120.90216430375892,4
MAT000019,CHEM,2023-06-01,593,150912.55,8,6,2,2023,0,1,1670.0,853.0,697.0,2322.0,536.0,1073.3333333333333,1103.8333333333333,522.5823699029016,4
MAT000019,CHEM,2023-07-01,1009,228242.89,9,7,3,2023,0,1,593.0,1670.0,853.0,466.0,790.0,1038.6666666666667,815.6666666666666,561.9931790807902,4
MAT000019,CHEM,2023-08-01,620,212923.16,5,8,3,2023,0,1,1009.0,593.0,1670.0,615.0,622.0,1090.6666666666667,906.1666666666666,543.1246020328422,4
MAT000019,CHEM,2023-09-01,240,78038.68,5,9,3,2023,0,0,620.0,1009.0,593.0,697.0,887.0,740.6666666666666,907.0,232.77528505692626,4
MAT000019,CHEM,2023-10-01,1836,335823.99,12,10,4,2023,1,0,240.0,620.0,1009.0,853.0,1128.0,623.0,830.8333333333334,384.5087775331013,4
MAT000019,CHEM,2023-11-01,1306,350495.68,10,11,4,2023,1,0,1836.0,240.0,620.0,1670.0,1832.0,898.6666666666666,994.6666666666666,833.6937887098195,4
MAT000019,CHEM,2023-12-01,1525,457500.89,10,12,4,2023,1,0,1306.0,1836.0,240.0,593.0,2322.0,1127.3333333333333,934.0,812.8624319854703,4
MAT000019,CHEM,2024-01-01,695,216115.4,6,1,1,2024,0,0,1525.0,1306.0,1836.0,1009.0,466.0,1555.6666666666667,1089.3333333333333,266.327492635164,4
MAT000019,CHEM,2024-02-01,569,184521.84,3,2,1,2024,0,0,695.0,1525.0,1306.0,620.0,615.0,1175.3333333333333,1037.0,430.15152369058666,4
MAT000019,CHEM,2024-03-01,266,81219.44,3,3,1,2024,0,0,569.0,695.0,1525.0,240.0,697.0,929.6666666666666,1028.5,519.4086381004203,4
MAT000019,CHEM,2024-04-01,134,12777.48,3,4,2,2024,0,0,266.0,569.0,695.0,1836.0,853.0,510.0,1032.8333333333333,220.5017006737135,4
MAT000019,CHEM,2024-05-01,435,101253.12,6,5,2,2024,0,0,134.0,266.0,569.0,1306.0,1670.0,323.0,749.1666666666666,223.0313879255562,4
MAT000019,CHEM,2024-06-01,48,8761.44,1,6,2,2024,0,1,435.0,134.0,266.0,1525.0,593.0,278.3333333333333,604.0,150.87853834569475,4
MAT000019,CHEM,2024-07-01,25,5932.39,2,7,3,2024,0,1,48.0,435.0,134.0,695.0,1009.0,205.66666666666666,357.8333333333333,203.21007192886205,4
MAT000019,CHEM,2024-08-01,226,38703.45,3,8,3,2024,0,1,25.0,48.0,435.0,569.0,620.0,169.33333333333334,246.16666666666666,230.36131040896012,4
MAT000019,CHEM,2024-09-01,150,32289.08,3,9,3,2024,0,0,226.0,25.0,48.0,266.0,240.0,99.66666666666667,189.0,110.0106055493437,4
MAT000019,CHEM,2024-10-01,471,53801.33,2,10,4,2024,1,0,150.0,226.0,25.0,134.0,1836.0,133.66666666666666,169.66666666666666,101.49055785309923,4
MAT000019,CHEM,2024-11-01,22,2946.9,1,11,4,2024,1,0,471.0,150.0,226.0,435.0,1306.0,282.3333333333333,225.83333333333334,167.75080725091388,4
MAT000020,ELEC,2022-04-01,1119,208775.85,11,4,2,2022,0,0,504.0,37.0,688.0,1036.0,188.0,409.6666666666667,466.1666666666667,335.5954906331927,3
MAT000020,ELEC,2022-05-01,948,324584.33,7,5,2,2022,0,0,1119.0,504.0,37.0,152.0,211.0,553.3333333333334,480.0,542.6843772703737,3
MAT000020,ELEC,2022-06-01,511,184127.33,7,6,2,2022,0,1,948.0,1119.0,504.0,380.0,191.0,857.0,612.6666666666666,317.4381829585094,3
MAT000020,ELEC,2022-07-01,756,107603.09,11,7,3,2022,0,1,511.0,948.0,1119.0,688.0,130.0,859.3333333333334,634.5,313.5479761269931,3
MAT000020,ELEC,2022-08-01,1161,223971.46,9,8,3,2022,0,1,756.0,511.0,948.0,37.0,422.0,738.3333333333334,645.8333333333334,219.03500481277723,3
MAT000020,ELEC,2022-09-01,543,120304.02,5,9,3,2022,0,0,1161.0,756.0,511.0,504.0,123.0,809.3333333333334,833.1666666666666,328.26564446090515,3
MAT000020,ELEC,2022-10-01,1673,424674.27,11,10,4,2022,1,0,543.0,1161.0,756.0,1119.0,1036.0,820.0,839.6666666666666,313.93152119530794,3
MAT000020,ELEC,2022-11-01,1376,357931.84,12,11,4,2022,1,0,1673.0,543.0,1161.0,948.0,152.0,1125.6666666666667,932.0,565.8280068477819,3
MAT000020,ELEC,2022-12-01,1144,312149.41000000003,10,12,4,2022,1,0,1376.0,1673.0,543.0,511.0,380.0,1197.3333333333333,1003.3333333333334,585.8040059041365,3
MAT000020,ELEC,2023-01-01,544,136021.96,4,1,1,2023,0,0,1144.0,1376.0,1673.0,756.0,688.0,1397.6666666666667,1108.8333333333333,265.1647286750891,3
MAT000020,ELEC,2023-02-01,483,83602.99,6,2,1,2023,0,0,544.0,1144.0,1376.0,1161.0,37.0,1021.3333333333334,1073.5,429.34989616085113,3
MAT000020,ELEC,2023-03-01,807,208283.0,10,3,1,2023,0,0,483.0,544.0,1144.0,543.0,504.0,723.6666666666666,960.5,365.29485807130334,3
MAT000020,ELEC,2023-04-01,1042,285892.02,12,4,2,2023,0,0,807.0,483.0,544.0,1673.0,1119.0,611.3333333333334,1004.5,172.1752982670094,3
MAT000020,ELEC,2023-05-01,1014,258956.80000000002,10,5,2,2023,0,0,1042.0,807.0,483.0,1376.0,948.0,777.3333333333334,899.3333333333334,280.6783449668564,3
MAT000020,ELEC,2023-06-01,592,74110.95999999999,7,6,2,2023,0,1,1014.0,1042.0,807.0,1144.0,511.0,954.3333333333334,839.0,128.3601703541002,3
MAT000020,ELEC,2023-07-01,450,69443.79,6,7,3,2023,0,1,592.0,1014.0,1042.0,544.0,756.0,882.6666666666666,747.0,252.11373094961252,3
MAT000020,ELEC,2023-08-01,603,98667.85,5,8,3,2023,0,1,450.0,592.0,1014.0,483.0,1161.0,685.3333333333334,731.3333333333334,293.35530220763627,3
MAT000020,ELEC,2023-09-01,733,154521.11,5,9,3,2023,0,0,603.0,450.0,592.0,807.0,543.0,548.3333333333334,751.3333333333334,85.33658847958256,3
MAT000020,ELEC,2023-10-01,756,259762.2,6,10,4,2023,1,0,733.0,603.0,450.0,1042.0,1673.0,595.3333333333334,739.0,141.65568584894015,3
MAT000020,ELEC,2023-11-01,346,78280.94,4,11,4,2023,1,0,756.0,733.0,603.0,1014.0,1376.0,697.3333333333334,691.3333333333334,82.50050504896085,3
MAT000020,ELEC,2023-12-01,1270,369805.97,8,12,4,2023,1,0,346.0,756.0,733.0,592.0,1144.0,611.6666666666666,580.0,230.36131040896083,3
MAT000020,ELEC,2024-01-01,875,233938.63999999998,8,1,1,2024,0,0,1270.0,346.0,756.0,450.0,544.0,790.6666666666666,693.0,462.9744413391884,3
MAT000020,ELEC,2024-02-01,421,141206.08000000002,3,2,1,2024,0,0,875.0,1270.0,346.0,603.0,483.0,830.3333333333334,763.8333333333334,463.6165800889067,3
MAT000020,ELEC,2024-03-01,312,33387.229999999996,6,3,1,2024,0,0,421.0,875.0,1270.0,733.0,807.0,855.3333333333334,733.5,424.8415390864382,3
MAT000020,ELEC,2024-04-01,535,124289.68000000001,5,4,2,2024,0,0,312.0,421.0,875.0,756.0,1042.0,536.0,663.3333333333334,298.598392493999,3
MAT000020,ELEC,2024-05-01,111,21941.37,1,5,2,2024,0,0,535.0,312.0,421.0,346.0,1014.0,422.6666666666667,626.5,111.50934191059334,3
MAT000020,ELEC,2024-06-01,307,93295.37,5,6,2,2024,0,1,111.0,535.0,312.0,1270.0,592.0,319.3333333333333,587.3333333333334,212.09510445395387,3
MAT000020,ELEC,2024-07-01,382,137123.73,3,7,3,2024,0,1,307.0,111.0,535.0,875.0,450.0,317.6666666666667,426.8333333333333,212.20116242220166,3
MAT000020,ELEC,2024-09-01,340,58058.28,3,9,3,2024,0,0,382.0,307.0,111.0,421.0,603.0,266.6666666666667,344.6666666666667,139.92974427666766,3
MAT000021,ELEC,2022-03-01,496,120051.03,7,3,1,2022,0,0,129.0,505.0,748.0,617.0,62.0,460.6666666666667,551.0,311.87230292754975,3
MAT000021,ELEC,2022-04-01,918,209382.91,9,4,2,2022,0,0,496.0,129.0,505.0,570.0,20.0,376.6666666666667,530.8333333333334,214.53282577110045,3
MAT000021,ELEC,2022-05-01,80,23752.8,2,5,2,2022,0,0,918.0,496.0,129.0,737.0,107.0,514.3333333333334,588.8333333333334,394.8193679815282,3
MAT000021,ELEC,2022-06-01,359,115792.67000000001,3,6,2,2022,0,1,80.0,918.0,496.0,748.0,24.0,498.0,479.3333333333333,419.00357993697384,3
MAT000021,ELEC,2022-07-01,945,245950.5,9,7,3,2022,0,1,359.0,80.0,918.0,505.0,45.0,452.3333333333333,414.5,426.7251262034301,3
MAT000021,ELEC,2022-08-01,1237,401360.66000000003,12,8,3,2022,0,1,945.0,359.0,80.0,129.0,258.0,461.3333333333333,487.8333333333333,441.48650413498865,3
MAT000021,ELEC,2022-09-01,301,44516.87,3,9,3,2022,0,0,1237.0,945.0,359.0,496.0,617.0,847.0,672.5,447.12861684307364,3
MAT000021,ELEC,2022-10-01,1541,450367.55,11,10,4,2022,1,0,301.0,1237.0,945.0,918.0,570.0,827.6666666666666,640.0,478.904304985175,3
MAT000021,ELEC,2022-11-01,1107,277229.66,11,11,4,2022,1,0,1541.0,301.0,1237.0,80.0,737.0,1026.3333333333333,743.8333333333334,646.2857984926898,3
MAT000021,ELEC,2022-12-01,1309,362285.08,9,12,4,2022,1,0,1107.0,1541.0,301.0,359.0,748.0,983.0,915.0,629.2312770357178,3
MAT000021,ELEC,2023-01-01,1150,139674.73,11,1,1,2023,0,0,1309.0,1107.0,1541.0,945.0,505.0,1319.0,1073.3333333333333,217.17274230437,3
MAT000021,ELEC,2023-02-01,638,214857.36,6,2,1,2023,0,0,1150.0,1309.0,1107.0,1237.0,129.0,1188.6666666666667,1107.5,106.40645343837711,3
MAT000021,ELEC,2023-03-01,436,100708.57,6,3,1,2023,0,0,638.0,1150.0,1309.0,301.0,496.0,1032.3333333333333,1007.6666666666666,350.63418734249717,3
MAT000021,ELEC,2023-04-01,571,206283.47999999998,9,4,2,2023,0,0,436.0,638.0,1150.0,1541.0,918.0,741.3333333333334,1030.1666666666667,368.04528706849806,3
MAT000021,ELEC,2023-05-01,911,263974.09,10,5,2,2023,0,0,571.0,436.0,638.0,1107.0,80.0,548.3333333333334,868.5,102.88990880223855,3
MAT000021,ELEC,2023-06-01,977,297099.4,12,6,2,2023,0,1,911.0,571.0,436.0,1309.0,359.0,639.3333333333334,835.8333333333334,244.7617889567999,3
MAT000021,ELEC,2023-07-01,714,221060.77000000002,13,7,3,2023,0,1,977.0,911.0,571.0,1150.0,945.0,819.6666666666666,780.5,217.86540187311343,3
MAT000021,ELEC,2023-08-01,643,174177.15,7,8,3,2023,0,1,714.0,977.0,911.0,638.0,1237.0,867.3333333333334,707.8333333333334,136.8295776991702,3
MAT000021,ELEC,2023-09-01,727,148065.66,11,9,3,2023,0,0,643.0,714.0,977.0,436.0,301.0,778.0,708.6666666666666,175.9573812035171,3
MAT000021,ELEC,2023-10-01,893,254693.21000000002,8,10,4,2023,1,0,727.0,643.0,714.0,571.0,1541.0,694.6666666666666,757.1666666666666,45.214304521169865,3
MAT000021,ELEC,2023-11-01,977,210773.56,7,11,4,2023,1,0,893.0,727.0,643.0,911.0,1107.0,754.3333333333334,810.8333333333334,127.22159145889167,3
MAT000021,ELEC,2023-12-01,1038,319335.77,6,12,4,2023,1,0,977.0,893.0,727.0,977.0,1309.0,865.6666666666666,821.8333333333334,127.22159145889205,3
MAT000021,ELEC,2024-01-01,1071,311202.38,11,1,1,2024,0,0,1038.0,977.0,893.0,714.0,1150.0,969.3333333333334,832.0,72.80338819954278,3
MAT000021,ELEC,2024-02-01,562,123207.9,4,2,1,2024,0,0,1071.0,1038.0,977.0,643.0,638.0,1028.6666666666667,891.5,47.68997099321178,3
MAT000021,ELEC,2024-03-01,350,107463.57,2,3,1,2024,0,0,562.0,1071.0,1038.0,727.0,436.0,890.3333333333334,878.0,284.82333705883946,3
MAT000021,ELEC,2024-04-01,504,73235.04000000001,7,4,2,2024,0,0,350.0,562.0,1071.0,893.0,571.0,661.0,815.1666666666666,370.5549891716474,3
MAT000021,ELEC,2024-05-01,565,133569.37,8,5,2,2024,0,0,504.0,350.0,562.0,977.0,911.0,472.0,750.3333333333334,109.56276739841653,3
MAT000021,ELEC,2024-06-01,222,55993.44,3,6,2,2024,0,1,565.0,504.0,350.0,1038.0,977.0,473.0,681.6666666666666,110.80162453682493,3
MAT000021,ELEC,2024-07-01,213,41233.85,6,7,3,2024,0,1,222.0,565.0,504.0,1071.0,714.0,430.3333333333333,545.6666666666666,182.98178415714725,3
MAT000021,ELEC,2024-08-01,62,16989.86,1,8,3,2024,0,1,213.0,222.0,565.0,562.0,643.0,333.3333333333333,402.6666666666667,200.67967842642346,3
MAT000021,ELEC,2024-09-01,391,162057.26,3,9,3,2024,0,0,62.0,213.0,222.0,350.0,727.0,165.66666666666666,319.3333333333333,89.89067434018159,3
MAT000021,ELEC,2024-10-01,203,96569.13,1,10,4,2024,1,0,391.0,62.0,213.0,504.0,893.0,222.0,326.1666666666667,164.68454693746858,3
MAT000022,ELEC,2022-04-01,1101,217654.32,8,4,2,2022,0,0,293.0,687.0,181.0,468.0,156.0,387.0,526.1666666666666,265.77434037167694,3
MAT000022,ELEC,2022-05-01,477,114363.71,7,5,2,2022,0,0,1101.0,293.0,687.0,1138.0,302.0,693.6666666666666,631.6666666666666,404.0412520193122,3
MAT000022,ELEC,2022-06-01,353,106868.80000000002,5,6,2,2022,0,1,477.0,1101.0,293.0,390.0,235.0,623.6666666666666,521.5,423.49655645982926,3
MAT000022,ELEC,2022-07-01,302,43950.32,3,7,3,2022,0,1,353.0,477.0,1101.0,181.0,401.0,643.6666666666666,515.3333333333334,400.8856861167949,3
MAT000022,ELEC,2022-08-01,864,211016.1,7,8,3,2022,0,1,302.0,353.0,477.0,687.0,94.0,377.3333333333333,535.5,90.00185183280041,3
MAT000022,ELEC,2022-09-01,897,220986.12,9,9,3,2022,0,0,864.0,302.0,353.0,293.0,17.0,506.3333333333333,565.0,310.7962891241357,3
MAT000022,ELEC,2022-10-01,927,184786.55000000002,6,10,4,2022,1,0,897.0,864.0,302.0,1101.0,468.0,687.6666666666666,665.6666666666666,334.40444574397236,3
MAT000022,ELEC,2022-11-01,1554,345581.74,9,11,4,2022,1,0,927.0,897.0,864.0,477.0,1138.0,896.0,636.6666666666666,31.51190251317769,3
MAT000022,ELEC,2022-12-01,1139,329283.78,7,12,4,2022,1,0,1554.0,927.0,897.0,353.0,390.0,1126.0,816.1666666666666,370.96226223161835,3
