VBELN,POSNR,MATNR,MATKL,WERKS,KWMENG,NETPR,NETWR,ERDAT,LGORT
OR00004199,000020,MAT000038,PACK,P003,186,88.95,16544.7,2023-01-23,L001
OR00004199,000030,MAT000033,CHEM,P003,164,203.53,33378.92,2023-01-23,L001
OR00004199,000040,MAT000011,CHEM,P003,79,28.2,2227.8,2023-01-23,L002
OR00004200,000010,MAT000040,CHEM,P002,36,448.55,16147.8,2023-06-08,L002
OR00004200,000020,MAT000032,PACK,P002,112,350.58,39264.96,2023-06-08,L004
OR00004201,000010,MAT000025,CONS,P003,75,22.86,1714.5,2024-01-08,L003
OR00004201,000020,MAT000035,MECH,P003,98,75.58,7406.84,2024-01-08,L001
OR00004202,000010,MAT000035,MECH,P003,121,198.24,23987.04,2022-05-16,L003
OR00004202,000020,MAT000012,CONS,P003,224,155.62,34858.88,2022-05-16,L004
OR00004203,000010,MAT000014,PACK,P003,31,193.67,6003.77,2022-02-05,L001
OR00004204,000010,MAT000039,CHEM,P002,126,344.1,43356.6,2024-07-07,L002
OR00004205,000010,MAT000010,PACK,P005,78,342.9,26746.2,2022-01-07,L002
OR00004205,000020,MAT000018,CHEM,P005,140,257.71,36079.4,2022-01-07,L001
OR00004205,000030,MAT000004,PACK,P005,162,192.43,31173.66,2022-01-07,L001
OR00004206,000010,MAT000015,ELEC,P001,150,406.75,61012.5,2023-02-22,L002
OR00004206,000020,MAT000040,CHEM,P001,28,83.53,2338.84,2023-02-22,L004
OR00004206,000030,MAT000022,ELEC,P001,194,493.36,95711.84,2023-02-22,L004
OR00004206,000040,MAT000019,CHEM,P001,141,82.79,11673.39,2023-02-22,L001
OR00004207,000010,MAT000015,ELEC,P004,151,491.86,74270.86,2023-05-16,L001
OR00004208,000010,MAT000008,PACK,P001,16,30.02,480.32,2023-04-13,L002
OR00004209,000010,MAT000033,CHEM,P002,88,254.35,22382.8,2021-11-28,L002
OR00004209,000020,MAT000007,MECH,P002,144,488.19,70299.36,2021-11-28,L001
OR00004209,000030,MAT000022,ELEC,P002,123,144.28,17746.44,2021-11-28,L002
OR00004209,000040,MAT000008,PACK,P002,201,339.57,68253.57,2021-11-28,L003
OR00004210,000010,MAT000021,ELEC,P002,156,486.62,75912.72,2021-09-28,L002
OR00004211,000010,MAT000031,MECH,P003,170,267.4,45458.0,2022-01-03,L004
OR00004211,000020,MAT000005,ELEC,P003,78,396.24,30906.72,2022-01-03,L004
OR00004212,000010,MAT000020,ELEC,P002,109,131.88,14374.92,2023-05-16,L003
OR00004213,000010,MAT000015,ELEC,P002,17,34.99,594.83,2023-04-15,L004
OR00004213,000020,MAT000007,MECH,P002,151,218.22,32951.22,2023-04-15,L001
OR00004213,000030,MAT000003,MECH,P002,71,10.45,741.95,2023-04-15,L003
OR00004214,000010,MAT000024,ELEC,P005,58,106.4,6171.2,2022-07-01,L003
OR00004215,000010,MAT000017,PACK,P003,134,259.48,34770.32,2023-06-24,L003
OR00004215,000020,MAT000012,CONS,P003,17,223.59,3801.03,2023-06-24,L002
OR00004216,000010,MAT000023,CHEM,P005,274,412.92,113140.08,2023-12-05,L002
OR00004217,000010,MAT000028,PACK,P004,35,97.66,3418.1,2021-08-19,L001
OR00004218,000010,MAT000037,CHEM,P004,21,486.26,10211.46,2023-03-10,L002
OR00004219,000010,MAT000018,CHEM,P003,173,390.63,67578.99,2023-08-04,L004
OR00004219,000020,MAT000002,CONS,P003,65,47.95,3116.75,2023-08-04,L002
OR00004219,000030,MAT000022,ELEC,P003,92,431.11,39662.12,2023-08-04,L004
OR00004220,000010,MAT000020,ELEC,P004,7,484.83,3393.81,2022-07-23,L004
OR00004220,000020,MAT000031,MECH,P004,151,262.71,39669.21,2022-07-23,L004
OR00004220,000030,MAT000027,PACK,P004,49,103.01,5047.49,2022-07-23,L003
OR00004221,000010,MAT000011,CHEM,P003,9,353.44,3180.96,2022-09-20,L003
OR00004221,000020,MAT000023,CHEM,P003,59,170.89,10082.51,2022-09-20,L002
OR00004221,000030,MAT000021,ELEC,P003,20,101.3,2026.0,2022-09-20,L002
OR00004221,000040,MAT000036,CHEM,P003,104,38.01,3953.04,2022-09-20,L003
OR00004222,000010,MAT000027,PACK,P003,18,470.93,8476.74,2023-06-06,L002
OR00004222,000020,MAT000009,ELEC,P003,18,228.67,4116.06,2023-06-06,L004
OR00004223,000010,MAT000001,PACK,P003,119,55.9,6652.1,2024-03-11,L004
OR00004223,000020,MAT000008,PACK,P003,1,408.63,408.63,2024-03-11,L004
OR00004223,000030,MAT000037,CHEM,P003,82,453.71,37204.22,2024-03-11,L003
OR00004223,000040,MAT000017,PACK,P003,82,275.12,22559.84,2024-03-11,L004
OR00004224,000010,MAT000004,PACK,P003,251,271.22,68076.22,2023-11-24,L001
OR00004225,000010,MAT000006,MECH,P001,136,488.47,66431.92,2023-05-14,L002
OR00004225,000020,MAT000004,PACK,P001,158,106.84,16880.72,2023-05-14,L001
OR00004225,000030,MAT000021,ELEC,P001,26,295.0,7670.0,2023-05-14,L002
OR00004225,000040,MAT000030,CONS,P001,174,27.1,4715.4,2023-05-14,L002
OR00004226,000010,MAT000040,CHEM,P004,183,140.09,25636.47,2023-09-08,L003
OR00004226,000020,MAT000034,CONS,P004,130,371.04,48235.2,2023-09-08,L004
OR00004226,000030,MAT000036,CHEM,P004,154,172.91,26628.14,2023-09-08,L003
OR00004226,000040,MAT000005,ELEC,P004,199,297.98,59298.02,2023-09-08,L001
OR00004227,000010,MAT000039,CHEM,P002,9,403.26,3629.34,2022-11-15,L001
OR00004228,000010,MAT000005,ELEC,P002,28,492.93,13802.04,2023-06-26,L002
OR00004228,000020,MAT000025,CONS,P002,1,338.78,338.78,2023-06-26,L002
OR00004229,000010,MAT000033,CHEM,P005,15,298.22,4473.3,2023-02-12,L002
OR00004229,000020,MAT000035,MECH,P005,177,250.26,44296.02,2023-02-12,L003
OR00004229,000030,MAT000036,CHEM,P005,61,330.7,20172.7,2023-02-12,L002
OR00004229,000040,MAT000015,ELEC,P005,33,397.06,13102.98,2023-02-12,L004
OR00004230,000010,MAT000009,ELEC,P004,43,8.5,365.5,2022-05-08,L002
OR00004230,000020,MAT000027,PACK,P004,174,83.95,14607.3,2022-05-08,L001
OR00004230,000030,MAT000001,PACK,P004,79,179.13,14151.27,2022-05-08,L003
OR00004231,000010,MAT000010,PACK,P005,24,297.24,7133.76,2023-08-14,L001
OR00004232,000010,MAT000026,CHEM,P002,153,210.51,32208.03,2023-04-24,L002
OR00004232,000020,MAT000001,PACK,P002,49,300.34,14716.66,2023-04-24,L004
OR00004233,000010,MAT000022,ELEC,P002,195,118.51,23109.45,2022-11-09,L004
OR00004233,000020,MAT000020,ELEC,P002,258,388.72,100289.76,2022-11-09,L004
OR00004233,000030,MAT000001,PACK,P002,173,277.42,47993.66,2022-11-09,L002
OR00004234,000010,MAT000002,CONS,P004,8,338.61,2708.88,2024-03-31,L003
OR00004234,000020,MAT000039,CHEM,P004,153,403.66,61759.98,2024-03-31,L004
OR00004235,000010,MAT000013,CONS,P001,46,15.38,707.48,2021-06-13,L003
OR00004235,000020,MAT000018,CHEM,P001,76,90.18,6853.68,2021-06-13,L002
OR00004236,000010,MAT000007,MECH,P003,31,498.31,15447.61,2022-09-28,L001
OR00004236,000020,MAT000019,CHEM,P003,18,131.41,2365.38,2022-09-28,L003
OR00004236,000030,MAT000037,CHEM,P003,112,481.98,53981.76,2022-09-28,L004
OR00004237,000010,MAT000010,PACK,P002,118,239.61,28273.98,2021-09-27,L001
OR00004237,000020,MAT000024,ELEC,P002,85,302.32,25697.2,2021-09-27,L003
OR00004237,000030,MAT000006,MECH,P002,170,58.24,9900.8,2021-09-27,L002
OR00004237,000040,MAT000013,CONS,P002,63,299.47,18866.61,2021-09-27,L002
OR00004238,000010,MAT000004,PACK,P004,189,324.73,61373.97,2023-10-11,L001
OR00004238,000020,MAT000039,CHEM,P004,52,253.07,13159.64,2023-10-11,L001
OR00004239,000010,MAT000039,CHEM,P002,15,212.76,3191.4,2023-08-15,L003
OR00004240,000010,MAT000028,PACK,P002,247,245.74,60697.78,2022-10-13,L001
OR00004241,000010,MAT000033,CHEM,P005,119,102.18,12159.42,2023-07-24,L004
OR00004241,000020,MAT000002,CONS,P005,12,157.71,1892.52,2023-07-24,L003
OR00004241,000030,MAT000036,CHEM,P005,86,393.33,33826.38,2023-07-24,L002
OR00004242,000010,MAT000030,CONS,P003,224,280.51,62834.24,2022-12-13,L003
OR00004242,000020,MAT000007,MECH,P003,112,200.05,22405.6,2022-12-13,L002
OR00004243,000010,MAT000031,MECH,P005,41,216.57,8879.37,2023-10-02,L003
OR00004243,000020,MAT000002,CONS,P005,184,116.81,21493.04,2023-10-02,L003
OR00004243,000030,MAT000010,PACK,P005,108,385.94,41681.52,2023-10-02,L001
OR00004244,000010,MAT000040,CHEM,P004,1,314.04,314.04,2023-02-02,L003
OR00004244,000020,MAT000004,PACK,P004,15,126.0,1890.0,2023-02-02,L004
OR00004244,000030,MAT000031,MECH,P004,52,61.8,3213.6,2023-02-02,L001
OR00004245,000010,MAT000033,CHEM,P001,228,37.63,8579.64,2022-12-28,L003
OR00004245,000020,MAT000016,CONS,P001,236,125.51,29620.36,2022-12-28,L004
OR00004245,000030,MAT000038,PACK,P001,160,358.4,57344.0,2022-12-28,L002
OR00004245,000040,MAT000034,CONS,P001,173,275.86,47723.78,2022-12-28,L001
OR00004246,000010,MAT000011,CHEM,P005,137,387.59,53099.83,2024-05-09,L003
OR00004246,000020,MAT000007,MECH,P005,29,456.6,13241.4,2024-05-09,L004
OR00004247,000010,MAT000030,CONS,P003,159,159.83,25412.97,2022-07-21,L003
OR00004248,000010,MAT000036,CHEM,P004,150,490.67,73600.5,2022-01-28,L001
OR00004248,000020,MAT000002,CONS,P004,217,47.88,10389.96,2022-01-28,L002
OR00004248,000030,MAT000019,CHEM,P004,160,268.88,43020.8,2022-01-28,L004
OR00004248,000040,MAT000032,PACK,P004,175,466.44,81627.0,2022-01-28,L001
OR00004249,000010,MAT000038,PACK,P005,100,57.77,5777.0,2023-05-15,L003
OR00004249,000020,MAT000019,CHEM,P005,170,411.85,70014.5,2023-05-15,L002
OR00004249,000030,MAT000025,CONS,P005,135,198.72,26827.2,2023-05-15,L003
OR00004250,000010,MAT000038,PACK,P001,162,142.95,23157.9,2024-07-22,L001
OR00004250,000020,MAT000023,CHEM,P001,129,178.03,22965.87,2024-07-22,L003
OR00004251,000010,MAT000006,MECH,P002,259,61.63,15962.17,2022-11-27,L003
OR00004251,000020,MAT000027,PACK,P002,8,332.54,2660.32,2022-11-27,L003
OR00004252,000010,MAT000036,CHEM,P002,48,16.47,790.56,2021-10-09,L003
OR00004252,000020,MAT000014,PACK,P002,191,240.48,45931.68,2021-10-09,L001
OR00004252,000030,MAT000012,CONS,P002,112,163.95,18362.4,2021-10-09,L002
OR00004252,000040,MAT000025,CONS,P002,39,381.0,14859.0,2021-10-09,L004
OR00004253,000010,MAT000010,PACK,P002,129,141.73,18283.17,2022-10-21,L001
OR00004253,000020,MAT000026,CHEM,P002,101,169.71,17140.71,2022-10-21,L002
OR00004253,000030,MAT000002,CONS,P002,277,34.64,9595.28,2022-10-21,L004
OR00004253,000040,MAT000031,MECH,P002,55,443.81,24409.55,2022-10-21,L003
OR00004254,000010,MAT000025,CONS,P005,54,384.83,20780.82,2023-03-16,L002
OR00004254,000020,MAT000028,PACK,P005,213,488.27,104001.51,2023-03-16,L004
OR00004255,000010,MAT000003,MECH,P003,140,353.46,49484.4,2022-04-01,L004
OR00004255,000020,MAT000002,CONS,P003,6,297.29,1783.74,2022-04-01,L002
OR00004255,000030,MAT000011,CHEM,P003,97,109.98,10668.06,2022-04-01,L001
OR00004255,000040,MAT000012,CONS,P003,116,242.79,28163.64,2022-04-01,L004
OR00004256,000010,MAT000039,CHEM,P004,60,295.06,17703.6,2023-07-10,L003
OR00004257,000010,MAT000023,CHEM,P002,118,217.46,25660.28,2024-11-17,L002
OR00004258,000010,MAT000006,MECH,P003,46,495.7,22802.2,2023-01-31,L001
OR00004259,000010,MAT000033,CHEM,P002,113,231.71,26183.23,2022-11-05,L001
OR00004259,000020,MAT000004,PACK,P002,118,72.61,8567.98,2022-11-05,L004
OR00004259,000030,MAT000005,ELEC,P002,30,375.66,11269.8,2022-11-05,L001
OR00004260,000010,MAT000001,PACK,P003,189,355.83,67251.87,2022-12-17,L001
OR00004260,000020,MAT000033,CHEM,P003,157,232.59,36516.63,2022-12-17,L002
OR00004260,000030,MAT000016,CONS,P003,315,267.11,84139.65,2022-12-17,L004
OR00004260,000040,MAT000014,PACK,P003,197,320.68,63173.96,2022-12-17,L001
OR00004261,000010,MAT000023,CHEM,P002,21,300.03,6300.63,2022-01-19,L002
OR00004262,000010,MAT000038,PACK,P004,131,138.18,18101.58,2024-02-19,L001
OR00004262,000020,MAT000031,MECH,P004,49,393.44,19278.56,2024-02-19,L003
OR00004263,000010,MAT000033,CHEM,P004,214,393.94,84303.16,2022-12-30,L001
OR00004263,000020,MAT000040,CHEM,P004,14,164.22,2299.08,2022-12-30,L001
OR00004264,000010,MAT000028,PACK,P001,234,329.1,77009.4,2022-12-05,L001
OR00004264,000020,MAT000001,PACK,P001,218,256.72,55964.96,2022-12-05,L003
OR00004264,000030,MAT000035,MECH,P001,145,122.64,17782.8,2022-12-05,L003
OR00004264,000040,MAT000037,CHEM,P001,10,490.49,4904.9,2022-12-05,L003
OR00004265,000010,MAT000038,PACK,P001,59,13.3,784.7,2023-07-11,L004
OR00004265,000020,MAT000004,PACK,P001,28,226.16,6332.48,2023-07-11,L001
OR00004265,000030,MAT000030,CONS,P001,103,260.95,26877.85,2023-07-11,L002
OR00004265,000040,MAT000003,MECH,P001,10,249.77,2497.7,2023-07-11,L002
OR00004266,000010,MAT000031,MECH,P001,85,301.9,25661.5,2023-01-22,L004
OR00004266,000020,MAT000020,ELEC,P001,179,277.24,49625.96,2023-01-22,L004
OR00004267,000010,MAT000029,CHEM,P004,124,280.16,34739.84,2023-07-02,L002
OR00004268,000010,MAT000025,CONS,P002,213,167.21,35615.73,2021-10-08,L002
OR00004268,000020,MAT000026,CHEM,P002,230,143.68,33046.4,2021-10-08,L004
OR00004268,000030,MAT000003,MECH,P002,314,8.23,2584.22,2021-10-08,L004
OR00004268,000040,MAT000012,CONS,P002,197,474.08,93393.76,2021-10-08,L004
OR00004269,000010,MAT000006,MECH,P001,205,20.02,4104.1,2023-11-28,L003
OR00004269,000020,MAT000004,PACK,P001,144,290.78,41872.32,2023-11-28,L003
OR00004270,000010,MAT000002,CONS,P002,19,484.46,9204.74,2024-05-19,L001
OR00004270,000020,MAT000035,MECH,P002,17,172.84,2938.28,2024-05-19,L002
OR00004271,000010,MAT000006,MECH,P002,126,124.99,15748.74,2023-07-02,L004
OR00004271,000020,MAT000039,CHEM,P002,23,483.52,11120.96,2023-07-02,L002
OR00004271,000030,MAT000021,ELEC,P002,69,400.57,27639.33,2023-07-02,L002
OR00004271,000040,MAT000035,MECH,P002,49,265.1,12989.9,2023-07-02,L002
OR00004272,000010,MAT000014,PACK,P005,29,45.8,1328.2,2024-06-17,L001
OR00004272,000020,MAT000025,CONS,P005,57,172.78,9848.46,2024-06-17,L001
OR00004273,000010,MAT000022,ELEC,P003,155,469.95,72842.25,2022-03-17,L001
OR00004273,000020,MAT000026,CHEM,P003,136,198.98,27061.28,2022-03-17,L002
OR00004274,000010,MAT000003,MECH,P004,66,236.59,15614.94,2023-02-21,L002
OR00004274,000020,MAT000023,CHEM,P004,121,52.77,6385.17,2023-02-21,L004
OR00004275,000010,MAT000036,CHEM,P004,121,381.45,46155.45,2023-05-28,L001
OR00004275,000020,MAT000004,PACK,P004,89,86.47,7695.83,2023-05-28,L001
OR00004275,000030,MAT000027,PACK,P004,222,88.58,19664.76,2023-05-28,L001
OR00004276,000010,MAT000020,ELEC,P003,205,382.12,78334.6,2023-05-13,L004
OR00004276,000020,MAT000033,CHEM,P003,171,12.68,2168.28,2023-05-13,L002
OR00004276,000030,MAT000019,CHEM,P003,40,27.86,1114.4,2023-05-13,L001
OR00004276,000040,MAT000037,CHEM,P003,53,460.66,24414.98,2023-05-13,L004
OR00004277,000010,MAT000020,ELEC,P001,27,237.82,6421.14,2022-12-18,L003
OR00004278,000010,MAT000026,CHEM,P001,32,152.6,4883.2,2022-10-20,L003
OR00004278,000020,MAT000008,PACK,P001,305,373.27,113847.35,2022-10-20,L004
OR00004279,000010,MAT000004,PACK,P003,219,210.58,46117.02,2022-02-07,L001
OR00004279,000020,MAT000006,MECH,P003,142,340.39,48335.38,2022-02-07,L003
OR00004279,000030,MAT000015,ELEC,P003,131,405.72,53149.32,2022-02-07,L003
OR00004280,000010,MAT000038,PACK,P002,105,410.72,43125.6,2022-12-09,L002
OR00004280,000020,MAT000021,ELEC,P002,83,6.59,546.97,2022-12-09,L004
OR00004281,000010,MAT000040,CHEM,P003,72,88.11,6343.92,2022-04-02,L004
OR00004281,000020,MAT000013,CONS,P003,38,474.37,18026.06,2022-04-02,L002
OR00004282,000010,MAT000012,CONS,P003,145,406.95,59007.75,2023-09-12,L003
OR00004282,000020,MAT000028,PACK,P003,136,81.51,11085.36,2023-09-12,L001
OR00004282,000030,MAT000014,PACK,P003,170,233.49,39693.3,2023-09-12,L002
OR00004282,000040,MAT000020,ELEC,P003,178,343.63,61166.14,2023-09-12,L002
OR00004283,000010,MAT000040,CHEM,P004,7,31.34,219.38,2022-06-01,L003
OR00004283,000020,MAT000002,CONS,P004,47,61.99,2913.53,2022-06-01,L002
OR00004283,000030,MAT000018,CHEM,P004,48,383.3,18398.4,2022-06-01,L001
OR00004284,000010,MAT000025,CONS,P002,93,278.38,25889.34,2021-10-01,L003
OR00004284,000020,MAT000016,CONS,P002,204,211.25,43095.0,2021-10-01,L004
OR00004285,000010,MAT000037,CHEM,P002,40,460.17,18406.8,2023-04-21,L001
OR00004285,000020,MAT000006,MECH,P002,57,456.58,26025.06,2023-04-21,L004
OR00004286,000010,MAT000020,ELEC,P003,61,325.93,19881.73,2023-05-23,L001
OR00004286,000020,MAT000017,PACK,P003,3,12.03,36.09,2023-05-23,L001
OR00004286,000030,MAT000025,CONS,P003,82,432.66,35478.12,2023-05-23,L002
OR00004286,000040,MAT000040,CHEM,P003,42,444.76,18679.92,2023-05-23,L001
OR00004287,000010,MAT000002,CONS,P001,99,380.53,37672.47,2024-02-04,L004
OR00004287,000020,MAT000020,ELEC,P001,59,281.88,16630.92,2024-02-04,L002
OR00004287,000030,MAT000018,CHEM,P001,37,24.05,889.85,2024-02-04,L001
OR00004288,000010,MAT000022,ELEC,P003,162,322.81,52295.22,2023-05-10,L003
OR00004289,000010,MAT000033,CHEM,P001,235,453.29,106523.15,2022-10-27,L004
OR00004290,000010,MAT000007,MECH,P001,71,17.27,1226.17,2023-11-17,L001
OR00004290,000020,MAT000022,ELEC,P001,137,355.11,48650.07,2023-11-17,L004
OR00004291,000010,MAT000013,CONS,P005,183,466.58,85384.14,2023-04-12,L002
OR00004292,000010,MAT000014,PACK,P002,201,54.45,10944.45,2021-11-15,L002
OR00004293,000010,MAT000038,PACK,P004,18,107.29,1931.22,2023-05-01,L001
OR00004293,000020,MAT000021,ELEC,P004,13,299.97,3899.61,2023-05-01,L004
OR00004293,000030,MAT000030,CONS,P004,35,285.81,10003.35,2023-05-01,L003
OR00004294,000010,MAT000026,CHEM,P004,1,355.06,355.06,2024-03-25,L001
OR00004294,000020,MAT000038,PACK,P004,33,56.97,1880.01,2024-03-25,L004
OR00004294,000030,MAT000025,CONS,P004,74,83.26,6161.24,2024-03-25,L003
OR00004294,000040,MAT000031,MECH,P004,216,323.46,69867.36,2024-03-25,L001
OR00004295,000010,MAT000027,PACK,P003,256,402.08,102932.48,2022-12-13,L002
OR00004296,000010,MAT000030,CONS,P005,117,471.5,55165.5,2022-09-08,L003
OR00004296,000020,MAT000025,CONS,P005,174,444.53,77348.22,2022-09-08,L001
OR00004296,000030,MAT000032,PACK,P005,116,498.41,57815.56,2022-09-08,L001
OR00004296,000040,MAT000035,MECH,P005,26,107.65,2798.9,2022-09-08,L001
OR00004297,000010,MAT000038,PACK,P002,106,309.64,32821.84,2022-03-05,L001
OR00004297,000020,MAT000028,PACK,P002,16,281.03,4496.48,2022-03-05,L001
OR00004297,000030,MAT000037,CHEM,P002,116,10.84,1257.44,2022-03-05,L001
OR00004297,000040,MAT000029,CHEM,P002,175,297.16,52003.0,2022-03-05,L004
OR00004298,000010,MAT000020,ELEC,P001,0,438.44,0.0,2022-03-17,L001
OR00004298,000020,MAT000007,MECH,P001,89,377.39,33587.71,2022-03-17,L004
OR00004299,000010,MAT000033,CHEM,P001,113,129.0,14577.0,2023-01-14,L003
OR00004299,000020,MAT000020,ELEC,P001,78,420.03,32762.34,2023-01-14,L003
OR00004299,000030,MAT000040,CHEM,P001,70,17.16,1201.2,2023-01-14,L002
OR00004299,000040,MAT000002,CONS,P001,10,412.8,4128.0,2023-01-14,L002
OR00004300,000010,MAT000016,CONS,P005,94,120.38,11315.72,2023-05-23,L002
OR00004301,000010,MAT000009,ELEC,P003,42,455.43,19128.06,2021-11-18,L003
OR00004302,000010,MAT000004,PACK,P002,216,207.99,44925.84,2024-05-18,L004
OR00004302,000020,MAT000025,CONS,P002,20,108.59,2171.8,2024-05-18,L004
OR00004302,000030,MAT000028,PACK,P002,186,283.2,52675.2,2024-05-18,L003
OR00004302,000040,MAT000029,CHEM,P002,125,298.43,37303.75,2024-05-18,L003
OR00004303,000010,MAT000033,CHEM,P003,161,238.24,38356.64,2023-10-01,L002
OR00004303,000020,MAT000015,ELEC,P003,119,478.17,56902.23,2023-10-01,L002
OR00004303,000030,MAT000010,PACK,P003,308,39.87,12279.96,2023-10-01,L002
OR00004304,000010,MAT000015,ELEC,P001,127,362.49,46036.23,2023-05-17,L004
OR00004304,000020,MAT000012,CONS,P001,128,134.56,17223.68,2023-05-17,L001
OR00004305,000010,MAT000006,MECH,P004,78,466.65,36398.7,2023-12-14,L002
OR00004305,000020,MAT000021,ELEC,P004,58,309.32,17940.56,2023-12-14,L002
OR00004305,000030,MAT000007,MECH,P004,151,257.91,38944.41,2023-12-14,L002
OR00004306,000010,MAT000020,ELEC,P005,199,444.52,88459.48,2021-11-17,L002
OR00004307,000010,MAT000006,MECH,P004,106,438.91,46524.46,2023-02-20,L003
OR00004307,000020,MAT000023,CHEM,P004,151,235.46,35554.46,2023-02-20,L001
OR00004307,000030,MAT000033,CHEM,P004,137,73.12,10017.44,2023-02-20,L001
OR00004308,000010,MAT000017,PACK,P005,113,330.38,37332.94,2023-06-18,L004
OR00004308,000020,MAT000023,CHEM,P005,23,223.35,5137.05,2023-06-18,L001
OR00004308,000030,MAT000034,CONS,P005,18,209.61,3772.98,2023-06-18,L001
OR00004309,000010,MAT000026,CHEM,P002,134,225.67,30239.78,2023-12-14,L003
OR00004309,000020,MAT000039,CHEM,P002,216,181.28,39156.48,2023-12-14,L003
OR00004309,000030,MAT000007,MECH,P002,72,360.7,25970.4,2023-12-14,L002
OR00004309,000040,MAT000016,CONS,P002,214,302.81,64801.34,2023-12-14,L003
OR00004310,000010,MAT000037,CHEM,P003,79,442.47,34955.13,2023-10-28,L004
OR00004311,000010,MAT000006,MECH,P004,164,115.89,19005.96,2022-08-19,L001
OR00004311,000020,MAT000003,MECH,P004,69,49.27,3399.63,2022-08-19,L001
OR00004312,000010,MAT000031,MECH,P003,22,476.91,10492.02,2024-05-20,L003
OR00004312,000020,MAT000028,PACK,P003,134,322.94,43273.96,2024-05-20,L003
OR00004312,000030,MAT000039,CHEM,P003,119,348.76,41502.44,2024-05-20,L004
OR00004313,000010,MAT000040,CHEM,P005,132,89.68,11837.76,2022-02-03,L003
OR00004314,000010,MAT000015,ELEC,P005,14,176.04,2464.56,2024-02-08,L004
OR00004314,000020,MAT000014,PACK,P005,189,124.76,23579.64,2024-02-08,L003
OR00004315,000010,MAT000007,MECH,P002,5,90.22,451.1,2024-07-26,L001
OR00004315,000020,MAT000032,PACK,P002,99,364.22,36057.78,2024-07-26,L003
OR00004315,000030,MAT000030,CONS,P002,109,94.98,10352.82,2024-07-26,L003
OR00004315,000040,MAT000002,CONS,P002,106,300.24,31825.44,2024-07-26,L002
OR00004316,000010,MAT000024,ELEC,P001,8,340.39,2723.12,2022-04-21,L004
OR00004316,000020,MAT000020,ELEC,P001,53,441.34,23391.02,2022-04-21,L001
OR00004317,000010,MAT000033,CHEM,P004,147,474.01,69679.47,2023-09-01,L001
OR00004318,000010,MAT000016,CONS,P004,157,92.34,14497.38,2021-08-15,L002
OR00004318,000020,MAT000027,PACK,P004,68,125.93,8563.24,2021-08-15,L004
OR00004318,000030,MAT000011,CHEM,P004,93,51.23,4764.39,2021-08-15,L002
OR00004318,000040,MAT000010,PACK,P004,82,261.88,21474.16,2021-08-15,L003
OR00004319,000010,MAT000018,CHEM,P001,227,429.27,97444.29,2022-12-22,L002
OR00004319,000020,MAT000028,PACK,P001,103,368.32,37936.96,2022-12-22,L004
OR00004319,000030,MAT000011,CHEM,P001,65,385.13,25033.45,2022-12-22,L002
OR00004320,000010,MAT000033,CHEM,P002,235,471.14,110717.9,2023-03-24,L002
OR00004321,000010,MAT000030,CONS,P002,10,72.25,722.5,2023-05-12,L001
OR00004321,000020,MAT000012,CONS,P002,164,439.42,72064.88,2023-05-12,L001
OR00004321,000030,MAT000039,CHEM,P002,94,216.35,20336.9,2023-05-12,L004
OR00004322,000010,MAT000029,CHEM,P002,184,437.85,80564.4,2024-05-11,L004
OR00004322,000020,MAT000030,CONS,P002,180,168.24,30283.2,2024-05-11,L004
OR00004323,000010,MAT000003,MECH,P002,111,301.18,33430.98,2023-07-21,L003
OR00004323,000020,MAT000023,CHEM,P002,2,188.08,376.16,2023-07-21,L002
OR00004323,000030,MAT000002,CONS,P002,83,433.32,35965.56,2023-07-21,L003
OR00004323,000040,MAT000009,ELEC,P002,122,386.2,47116.4,2023-07-21,L002
OR00004324,000010,MAT000030,CONS,P003,203,121.95,24755.85,2023-02-24,L003
OR00004324,000020,MAT000017,PACK,P003,68,380.06,25844.08,2023-02-24,L002
OR00004324,000030,MAT000028,PACK,P003,124,416.87,51691.88,2023-02-24,L001
OR00004324,000040,MAT000037,CHEM,P003,40,337.96,13518.4,2023-02-24,L002
OR00004325,000010,MAT000002,CONS,P002,5,112.31,561.55,2023-11-24,L003
OR00004326,000010,MAT000033,CHEM,P004,82,92.21,7561.22,2024-06-08,L002
OR00004326,000020,MAT000005,ELEC,P004,34,226.84,7712.56,2024-06-08,L001
OR00004327,000010,MAT000010,PACK,P005,114,399.93,45592.02,2021-06-17,L003
OR00004327,000020,MAT000036,CHEM,P005,93,395.74,36803.82,2021-06-17,L004
OR00004327,000030,MAT000022,ELEC,P005,69,185.43,12794.67,2021-06-17,L004
OR00004327,000040,MAT000024,ELEC,P005,93,448.83,41741.19,2021-06-17,L003
OR00004328,000010,MAT000004,PACK,P002,93,171.21,15922.53,2024-08-30,L001
OR00004329,000010,MAT000018,CHEM,P005,193,431.18,83217.74,2021-11-28,L004
OR00004329,000020,MAT000025,CONS,P005,256,170.31,43599.36,2021-11-28,L004
OR00004329,000030,MAT000019,CHEM,P005,3,18.89,56.67,2021-11-28,L004
OR00004330,000010,MAT000038,PACK,P003,124,377.91,46860.84,2023-11-29,L004
OR00004331,000010,MAT000040,CHEM,P003,201,345.73,69491.73,2022-08-22,L002
OR00004331,000020,MAT000020,ELEC,P003,103,142.26,14652.78,2022-08-22,L003
OR00004331,000030,MAT000005,ELEC,P003,56,24.89,1393.84,2022-08-22,L004
OR00004332,000010,MAT000020,ELEC,P003,93,90.69,8434.17,2022-02-16,L002
